Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalPastDueIncidents,DebtRatioBucket,AgeBand,RiskProbability,RiskTier
120417,0,0.64676911,35,0,0.127047061,5800.0,5,1,1,2,2.0,3,Low (<20%),30-39,0.7325408807956577,High Risk
120418,0,0.050547496,60,0,0.325642209,6500.0,16,0,2,0,1.0,0,Moderate (20-40%),50-59,0.24852906290637083,Medium Risk
120419,0,0.00349965,43,0,0.443506277,9000.0,4,0,2,0,2.0,0,Elevated (40-60%),40-49,0.21893515979610065,Medium Risk
120420,0,0.25859138,34,0,231.0,5400.0,5,0,0,0,0.0,0,Very High (>100%),30-39,0.3230660261778092,Medium Risk
120421,0,0.0,66,0,0.410338226,4700.0,9,0,1,1,0.0,1,Elevated (40-60%),60-69,0.19335604557443403,Low Risk
120422,1,0.201216369,44,1,0.086695683,8500.0,4,0,0,0,0.0,1,Low (<20%),40-49,0.2892164824340593,Medium Risk
120423,0,0.091495425,75,0,1706.0,5400.0,2,0,1,0,0.0,0,Very High (>100%),70+,0.12871948104647649,Low Risk
120424,0,0.05212676,40,0,0.372005832,4800.0,11,0,1,1,2.0,1,Moderate (20-40%),30-39,0.32890942520653166,Medium Risk
120425,1,1.001052078,54,0,0.371897875,5600.0,6,0,2,0,0.0,0,Moderate (20-40%),50-59,0.7094093220549168,High Risk
120426,0,0.9999999,24,0,0.0,800.0,1,0,0,0,0.0,0,Low (<20%),18-29,0.7577016731013361,High Risk
120427,0,0.075802305,35,0,0.336665766,3700.0,5,0,1,0,1.0,0,Moderate (20-40%),30-39,0.2714696697710202,Medium Risk
120428,0,0.028355413,42,0,0.43764059,4000.0,13,0,2,0,3.0,0,Elevated (40-60%),40-49,0.3094955690685289,Medium Risk
120429,0,0.038213603,57,2,0.137605942,10500.0,13,0,1,0,2.0,2,Low (<20%),50-59,0.2955794116065447,Medium Risk
120430,0,0.116809725,50,1,0.193410151,10500.0,15,0,3,0,0.0,1,Low (<20%),40-49,0.3571790294033015,Medium Risk
120431,0,0.491894475,38,0,0.237560546,9083.0,10,0,2,0,2.0,0,Moderate (20-40%),30-39,0.530964626506496,High Risk
120432,0,0.0,63,0,0.615508596,5583.0,6,0,1,0,1.0,0,High (60-100%),60-69,0.15964408658109974,Low Risk
120433,0,0.800938389,34,0,1825.0,5400.0,6,0,2,0,0.0,0,Very High (>100%),30-39,0.6628717158009625,High Risk
120434,0,0.086244183,54,0,0.047181761,3157.0,5,0,0,0,0.0,0,Low (<20%),50-59,0.19199502408567026,Low Risk
120435,0,0.0,56,0,0.0,7000.0,2,0,0,0,0.0,0,Low (<20%),50-59,0.13818502367684632,Low Risk
120436,0,0.040890166,58,0,1664.0,0.0,4,0,1,0,0.0,0,Very High (>100%),50-59,0.17201331458934616,Low Risk
120437,0,0.336378966,52,0,0.279520647,13100.0,8,0,2,0,2.0,0,Moderate (20-40%),50-59,0.3508542118404088,Medium Risk
120438,1,0.02268012,58,0,0.369808534,17600.0,17,0,2,0,0.0,0,Moderate (20-40%),50-59,0.2057404799218864,Medium Risk
120439,0,0.478607717,37,0,0.281876791,5583.0,12,0,0,0,1.0,0,Moderate (20-40%),30-39,0.49327047054166623,Medium Risk
120440,0,0.643592929,64,0,0.328344188,15967.0,16,0,3,0,0.0,0,Moderate (20-40%),60-69,0.5242661179730899,High Risk
120441,0,0.9999999,28,1,0.172331068,2500.0,1,1,0,1,1.0,3,Low (<20%),18-29,0.8513430408345593,High Risk
120442,0,0.258910063,40,0,4564.0,0.0,17,0,2,0,4.0,0,Very High (>100%),30-39,0.4333643419532997,Medium Risk
120443,0,0.151843323,48,0,0.347664619,7000.0,14,0,2,0,1.0,0,Moderate (20-40%),40-49,0.3257246535009155,Medium Risk
120444,0,0.867109635,31,0,0.095931054,7077.0,4,1,0,0,0.0,1,Low (<20%),30-39,0.71149188675554,High Risk
120445,0,0.128634035,60,0,0.260526822,5200.0,6,0,0,0,0.0,0,Moderate (20-40%),50-59,0.1896308078867795,Low Risk
120446,0,0.012087843,56,0,0.008326395,1200.0,4,0,0,0,0.0,0,Low (<20%),50-59,0.16276472946943468,Low Risk
120447,0,0.970145166,48,1,0.117947579,4501.0,14,0,0,0,3.0,1,Low (<20%),40-49,0.7862897404851602,High Risk
120448,0,0.003518446,55,0,1924.0,5400.0,10,0,1,0,0.0,0,Very High (>100%),50-59,0.17580804959524773,Low Risk
120449,0,0.105126325,27,0,0.170699804,1528.0,4,0,0,0,0.0,0,Low (<20%),18-29,0.2853832149738397,Medium Risk
120450,0,0.006933637,40,0,0.022820363,3417.0,15,0,0,0,0.0,0,Low (<20%),30-39,0.2518263890436877,Medium Risk
120451,0,0.0,22,0,0.0,820.0,1,0,0,0,0.0,0,Low (<20%),18-29,0.24073357121769787,Medium Risk
120452,0,0.271805827,26,0,0.182726909,2500.0,4,0,0,0,0.0,0,Low (<20%),18-29,0.37031519496168824,Medium Risk
120453,0,0.200254164,61,0,116.0,5400.0,11,0,0,0,0.0,0,Very High (>100%),60-69,0.23714168426313434,Medium Risk
120454,0,0.146847939,47,0,0.488788041,7491.0,11,0,1,0,1.0,0,Elevated (40-60%),40-49,0.28336713644737926,Medium Risk
120455,0,0.045662772,47,0,1.020766036,4333.0,33,0,2,0,0.0,0,Very High (>100%),40-49,0.4025162146014606,Medium Risk
120456,0,0.0,63,0,0.166666667,5051.0,4,0,1,0,1.0,0,Low (<20%),60-69,0.15324996830493431,Low Risk
120457,0,0.079182646,39,0,0.340131974,5000.0,27,0,2,0,1.0,0,Moderate (20-40%),30-39,0.4199368876061671,Medium Risk
120458,0,0.571168168,52,2,0.324540368,1250.0,7,0,0,0,0.0,2,Moderate (20-40%),50-59,0.5651546994012847,High Risk
120459,0,0.042591482,80,0,1602.0,5400.0,5,0,1,0,0.0,0,Very High (>100%),70+,0.11707621639577555,Low Risk
120460,0,0.9999999,23,0,60.0,5400.0,0,0,0,0,0.0,0,Very High (>100%),18-29,0.7389938350821198,High Risk
120461,1,0.040857,34,0,0.40508596,5583.0,7,0,2,0,1.0,0,Elevated (40-60%),30-39,0.28551931481677745,Medium Risk
120462,0,0.026067707,70,0,0.154230632,2800.0,4,0,0,0,0.0,0,Low (<20%),60-69,0.13230493318594605,Low Risk
120463,0,0.9999999,48,0,0.084333301,20833.0,2,0,0,0,3.0,0,Low (<20%),40-49,0.6227421145217328,High Risk
120464,0,0.001554136,59,0,0.116187824,7900.0,13,0,2,0,0.0,0,Low (<20%),50-59,0.20487581206827862,Medium Risk
120465,0,0.759316949,54,2,0.740086638,3000.0,8,1,1,0,1.0,3,High (60-100%),50-59,0.7375745227481811,High Risk
120466,0,0.365730742,60,0,0.669504644,2583.0,11,0,2,0,0.0,0,High (60-100%),50-59,0.3802993484028455,Medium Risk
120467,0,0.589596456,67,1,0.742793792,7666.0,16,0,4,0,1.0,1,High (60-100%),60-69,0.6090572985942512,High Risk
120468,0,0.042649574,57,0,840.0,5400.0,4,0,1,0,0.0,0,Very High (>100%),50-59,0.16789743652275074,Low Risk
120469,0,0.447062003,60,0,0.225462423,6000.0,13,0,0,0,1.0,0,Moderate (20-40%),50-59,0.38154208747021356,Medium Risk
120470,0,0.469489649,49,0,0.452922965,5490.0,9,0,2,0,0.0,0,Elevated (40-60%),40-49,0.4587548890552357,Medium Risk
120471,0,0.046703219,48,0,0.544994579,8300.0,10,0,2,0,0.0,0,Elevated (40-60%),40-49,0.2400229634110001,Medium Risk
120472,0,0.055514338,32,0,0.003062879,16650.0,3,0,0,0,0.0,0,Low (<20%),30-39,0.19350420035006696,Low Risk
120473,0,0.417658234,39,0,0.344798084,5843.0,5,0,1,0,2.0,0,Moderate (20-40%),30-39,0.43484927244380567,Medium Risk
120474,0,0.459379141,48,0,0.087656927,9000.0,7,0,0,0,2.0,0,Low (<20%),40-49,0.39345601996645946,Medium Risk
120475,0,0.003348759,65,0,165.0,5400.0,8,0,1,0,1.0,0,Very High (>100%),60-69,0.16297367093763165,Low Risk
120476,0,0.0,45,0,915.0,5400.0,3,0,0,0,2.0,0,Very High (>100%),40-49,0.17488189606943558,Low Risk
120477,0,0.08707836,39,0,0.317987034,9100.0,9,0,2,0,3.0,0,Moderate (20-40%),30-39,0.3050723702547326,Medium Risk
120478,0,0.9999999,73,0,0.219979473,2922.0,2,0,0,0,0.0,0,Moderate (20-40%),70+,0.5668625272532782,High Risk
120479,0,0.0,76,0,0.0,1200.0,4,0,0,0,0.0,0,Low (<20%),70+,0.11738587144744465,Low Risk
120480,0,0.047254721,57,0,0.265837479,6029.0,17,0,1,0,0.0,0,Moderate (20-40%),50-59,0.23616296404585346,Medium Risk
120481,0,0.025090339,66,0,0.011579286,3108.0,9,0,0,0,0.0,0,Low (<20%),60-69,0.15805864412631415,Low Risk
120482,0,0.0,24,0,0.0,0.0,1,0,0,0,0.0,0,Low (<20%),18-29,0.2370749912560182,Medium Risk
120483,0,0.061146943,71,0,1732.0,5400.0,4,0,1,0,0.0,0,Very High (>100%),70+,0.1351907661035503,Low Risk
120484,0,0.018717909,54,0,1.365735768,1861.0,16,0,1,1,2.0,1,Very High (>100%),50-59,0.3020792461832024,Medium Risk
120485,0,0.015159145,72,1,0.195185805,13750.0,20,0,2,0,0.0,1,Low (<20%),70+,0.22542224420632312,Medium Risk
120486,0,0.358663284,51,0,0.22196829,7000.0,4,0,1,0,0.0,0,Moderate (20-40%),50-59,0.3227592074852179,Medium Risk
120487,0,0.547659012,42,0,0.21193267,18000.0,9,0,2,0,3.0,0,Moderate (20-40%),40-49,0.5077626063672455,High Risk
120488,0,0.003277832,42,0,0.833615723,2950.0,7,0,2,0,3.0,0,High (60-100%),40-49,0.26576263101160885,Medium Risk
120489,0,0.227438141,59,0,0.57252133,3398.0,21,0,2,0,0.0,0,Elevated (40-60%),50-59,0.37383687550143824,Medium Risk
120490,0,0.807641654,48,0,0.848715165,5525.0,24,0,2,0,4.0,0,High (60-100%),40-49,0.7747716587787374,High Risk
120491,0,0.06215221,63,0,0.144578313,3900.0,8,0,1,0,1.0,0,Low (<20%),60-69,0.19351224630785008,Low Risk
120492,0,0.013661814,68,0,1317.0,5400.0,8,0,1,0,0.0,0,Very High (>100%),60-69,0.14520624498370097,Low Risk
120493,0,0.004232067,66,0,716.0,5400.0,12,0,1,0,0.0,0,Very High (>100%),60-69,0.16688432516191926,Low Risk
120494,0,0.008150576,42,1,865.0,5400.0,10,0,1,0,0.0,1,Very High (>100%),40-49,0.26467590044614614,Medium Risk
120495,0,0.016497938,73,0,0.275715536,8000.0,8,0,2,0,1.0,0,Moderate (20-40%),70+,0.15782190779011687,Low Risk
120496,0,0.619483141,63,0,2828.0,5400.0,16,0,2,0,0.0,0,Very High (>100%),60-69,0.49433360035853563,Medium Risk
120497,0,0.053580127,62,0,2830.0,5400.0,8,0,2,0,0.0,0,Very High (>100%),60-69,0.17464430885071397,Low Risk
120498,0,0.9999999,65,0,698.0,5400.0,1,0,1,0,0.0,0,Very High (>100%),60-69,0.5996957784147506,High Risk
120499,0,0.012465836,56,0,0.000749513,6670.0,3,0,0,0,0.0,0,Low (<20%),50-59,0.14600124364943415,Low Risk
120500,0,0.063251458,49,0,0.379750707,13076.0,6,0,2,0,2.0,0,Moderate (20-40%),40-49,0.22183786685252846,Medium Risk
120501,0,0.110755409,57,0,0.404042599,4600.0,10,0,1,0,4.0,0,Elevated (40-60%),50-59,0.26066655795675586,Medium Risk
120502,0,0.569838509,31,0,0.266681954,4360.0,6,0,0,0,0.0,0,Moderate (20-40%),30-39,0.5244513874202752,High Risk
120503,0,0.007450386,60,0,1500.0,5400.0,9,0,1,0,0.0,0,Very High (>100%),50-59,0.16409087763657934,Low Risk
120504,0,0.9999999,53,0,0.124625125,3000.0,5,0,1,0,0.0,0,Low (<20%),50-59,0.6934647442755404,High Risk
120505,0,0.03343541,48,0,0.005923732,2700.0,2,0,0,0,0.0,0,Low (<20%),40-49,0.1775090591380568,Low Risk
120506,0,0.008475787,71,0,0.025294374,4585.0,3,0,0,0,0.0,0,Low (<20%),70+,0.11909621735598339,Low Risk
120507,0,0.380658966,48,0,2882.0,5400.0,14,0,1,0,0.0,0,Very High (>100%),40-49,0.3810316762376779,Medium Risk
120508,0,0.9999999,23,0,0.184815185,1000.0,2,0,0,0,0.0,0,Low (<20%),18-29,0.7655114292133681,High Risk
120509,0,0.445760573,57,0,0.399571463,12600.0,17,0,2,0,2.0,0,Moderate (20-40%),50-59,0.45566761995174176,Medium Risk
120510,0,0.035267874,61,1,0.375202362,10500.0,10,0,1,0,0.0,1,Moderate (20-40%),60-69,0.20821413856745907,Medium Risk
120511,1,1.014197161,48,1,0.545059718,3683.0,7,0,1,0,4.0,1,Elevated (40-60%),40-49,0.7967984401162144,High Risk
120512,0,0.075240022,70,0,0.800816697,2203.0,12,0,1,0,0.0,0,High (60-100%),60-69,0.19579497029062684,Low Risk
120513,0,0.399924543,26,0,0.137544982,2500.0,4,0,0,0,0.0,0,Low (<20%),18-29,0.4419702925725016,Medium Risk
120514,0,0.531432275,57,1,0.035706871,4816.0,6,1,0,1,0.0,3,Low (<20%),50-59,0.5521803168593252,High Risk
120515,0,0.233512136,49,0,0.34636672,5600.0,11,0,1,0,1.0,0,Moderate (20-40%),40-49,0.32586890892715453,Medium Risk
120516,0,0.0,62,1,0.30252821,7000.0,20,0,3,0,0.0,1,Moderate (20-40%),60-69,0.2972930200864131,Medium Risk
120517,0,0.932613477,32,0,0.01629837,10000.0,3,0,0,0,2.0,0,Low (<20%),30-39,0.6927941051086908,High Risk
120518,0,0.006713327,53,0,0.034236805,700.0,2,0,0,0,0.0,0,Low (<20%),50-59,0.16156521507100652,Low Risk
120519,0,0.2177311,50,0,0.171221788,10500.0,5,0,1,0,1.0,0,Low (<20%),40-49,0.2600521470131173,Medium Risk
120520,0,0.0,58,0,0.121286121,4913.0,8,0,1,0,1.0,0,Low (<20%),50-59,0.18206070734471202,Low Risk
120521,0,0.603445624,48,2,0.127428383,12147.0,6,1,0,3,0.0,6,Low (<20%),40-49,0.7439855647627327,High Risk
120522,0,0.096637124,57,0,0.288366806,7916.0,12,0,2,0,2.0,0,Moderate (20-40%),50-59,0.25947028095499086,Medium Risk
120523,0,0.005899803,80,0,5.0,5400.0,1,0,0,0,0.0,0,Very High (>100%),70+,0.09633212999578707,Low Risk
120524,0,0.082534979,52,0,0.41484318,5483.0,13,0,1,0,3.0,0,Elevated (40-60%),50-59,0.2710339540812832,Medium Risk
120525,0,0.039261762,76,0,0.358843931,4324.0,12,0,1,0,1.0,0,Moderate (20-40%),70+,0.16793295640150394,Low Risk
120526,0,0.034603745,47,0,23.0,5400.0,11,0,0,0,0.0,0,Very High (>100%),40-49,0.21386136333915298,Medium Risk
120527,0,0.0,89,0,0.0,5400.0,3,0,0,0,0.0,0,Low (<20%),70+,0.0869043865562664,Low Risk
120528,0,0.874293195,68,2,0.597080584,5000.0,8,0,3,0,0.0,2,Elevated (40-60%),60-69,0.7261335555725661,High Risk
120529,1,0.9999999,61,1,0.39093181,2800.0,6,0,1,0,0.0,1,Moderate (20-40%),60-69,0.7171934761385953,High Risk
120530,0,0.44557052,58,0,0.344126984,15749.0,14,0,1,0,0.0,0,Moderate (20-40%),50-59,0.3701810835961519,Medium Risk
120531,0,0.096879215,42,0,2107.0,5400.0,5,0,1,0,0.0,0,Very High (>100%),40-49,0.22168662193960628,Medium Risk
120532,0,0.142619053,61,0,2563.0,5400.0,8,0,1,0,0.0,0,Very High (>100%),60-69,0.19421717157977184,Low Risk
120533,0,0.372627373,33,1,0.004398241,2500.0,1,0,0,0,0.0,1,Low (<20%),30-39,0.42924836231215474,Medium Risk
120534,0,0.248649932,55,0,0.078733471,8242.0,8,0,0,0,0.0,0,Low (<20%),50-59,0.2529043719798878,Medium Risk
120535,0,0.210669423,47,0,0.265341832,8000.0,11,0,1,0,2.0,0,Moderate (20-40%),40-49,0.3211500913109983,Medium Risk
120536,0,0.033343565,50,0,506.0,5400.0,13,0,1,0,0.0,0,Very High (>100%),40-49,0.22835710391187833,Medium Risk
120537,0,0.01139943,61,0,2617.0,5400.0,4,0,1,0,0.0,0,Very High (>100%),60-69,0.13618298604491086,Low Risk
120538,0,0.00354682,78,1,0.058974359,8579.0,7,0,0,0,0.0,1,Low (<20%),70+,0.13351909441577847,Low Risk
120539,0,0.005134517,69,0,0.081420817,10500.0,11,0,2,0,0.0,0,Low (<20%),60-69,0.16390714135154755,Low Risk
120540,0,0.463031883,82,0,0.382356005,9600.0,14,0,2,0,0.0,0,Moderate (20-40%),70+,0.3340003011222237,Medium Risk
120541,0,0.350673881,37,0,0.539524657,9550.0,11,0,2,0,3.0,0,Elevated (40-60%),30-39,0.46862884938315835,Medium Risk
120542,0,0.072010032,44,0,0.286554523,8500.0,23,0,1,0,2.0,0,Moderate (20-40%),40-49,0.3367746985997878,Medium Risk
120543,0,0.254601539,43,0,0.286571143,3000.0,9,0,1,0,2.0,0,Moderate (20-40%),40-49,0.3675640348603018,Medium Risk
120544,0,0.586287473,69,0,1.279683899,15184.0,24,0,11,0,1.0,0,Very High (>100%),60-69,0.7393182755925215,High Risk
120545,0,0.004285616,36,0,0.787616991,4166.0,9,0,2,0,1.0,0,High (60-100%),30-39,0.27824445573909823,Medium Risk
120546,0,0.776843541,62,0,0.115647392,6000.0,1,1,0,1,0.0,2,Low (<20%),60-69,0.5750464595668714,High Risk
120547,0,0.212078792,56,0,0.258293839,5907.0,5,0,1,0,0.0,0,Moderate (20-40%),50-59,0.2459276449143503,Medium Risk
120548,1,0.94011976,38,0,0.248978075,2690.0,4,1,0,1,1.0,2,Moderate (20-40%),30-39,0.7844982036639855,High Risk
120549,1,0.9999999,58,6,3.972309396,5416.0,12,0,9,1,0.0,7,Very High (>100%),50-59,0.9651405467302563,High Risk
120550,0,0.08690957,68,0,0.247128881,4701.0,8,0,1,0,0.0,0,Moderate (20-40%),60-69,0.18053166871058413,Low Risk
120551,0,0.767499415,61,0,0.793372691,5250.0,12,0,2,0,0.0,0,High (60-100%),60-69,0.6005846036682613,High Risk
120552,0,0.782937074,54,0,0.374291745,9000.0,11,0,2,0,0.0,0,Moderate (20-40%),50-59,0.6151402120332975,High Risk
120553,0,0.0,41,0,0.452283817,12500.0,11,0,4,0,2.0,0,Elevated (40-60%),40-49,0.29203592101382186,Medium Risk
120554,1,0.753029551,43,4,0.501854857,8625.0,16,2,3,0,0.0,6,Elevated (40-60%),40-49,0.8991200394775763,High Risk
120555,0,0.044728563,71,0,0.256972461,5700.0,8,0,1,0,0.0,0,Moderate (20-40%),70+,0.15685664745234432,Low Risk
120556,0,0.964023984,30,0,470.0,5400.0,2,0,0,0,0.0,0,Very High (>100%),18-29,0.70441106331117,High Risk
120557,0,0.238502081,62,1,0.478991597,6306.0,16,0,1,0,1.0,1,Elevated (40-60%),60-69,0.35683356697631685,Medium Risk
120558,0,0.046998433,68,0,0.194179071,4500.0,4,0,0,0,0.0,0,Low (<20%),60-69,0.13846355164150703,Low Risk
120559,0,0.948469466,61,0,2041.0,5400.0,4,0,1,0,0.0,0,Very High (>100%),60-69,0.5899223555764587,High Risk
120560,0,0.128864948,67,0,0.352588276,5833.0,8,0,1,0,0.0,0,Moderate (20-40%),60-69,0.1949055415649842,Low Risk
120561,0,0.9999999,51,0,0.0,5400.0,0,0,0,0,0.0,0,Low (<20%),50-59,0.6346230461949561,High Risk
120562,0,0.069512841,46,0,0.205210531,10900.0,15,0,1,0,4.0,0,Moderate (20-40%),40-49,0.28600145394106,Medium Risk
120563,0,0.009053784,76,0,0.007009346,2995.0,11,0,0,0,0.0,0,Low (<20%),70+,0.1387791731560375,Low Risk
120564,0,0.411534602,52,1,0.96686661,3500.0,15,0,1,0,2.0,1,High (60-100%),50-59,0.5128305618906754,High Risk
120565,0,0.002545146,60,0,0.32666807,4750.0,5,0,1,0,0.0,0,Moderate (20-40%),50-59,0.1602434459079364,Low Risk
120566,1,0.010876557,53,1,0.012436665,8683.0,4,0,0,1,1.0,2,Low (<20%),50-59,0.22433370143095419,Medium Risk
120567,0,0.941956288,36,0,0.242121278,4600.0,5,0,0,0,0.0,0,Moderate (20-40%),30-39,0.6987021236851924,High Risk
120568,0,0.052734478,50,0,0.291064449,11000.0,15,0,1,0,2.0,0,Moderate (20-40%),40-49,0.24848262293146783,Medium Risk
120569,0,0.496532775,58,0,0.301163587,4382.0,5,0,1,0,0.0,0,Moderate (20-40%),50-59,0.3853970897456375,Medium Risk
120570,0,0.007079313,88,0,15.0,5400.0,6,0,0,0,0.0,0,Very High (>100%),70+,0.09695464814469851,Low Risk
120571,0,0.909628058,37,0,0.344109315,6000.0,12,0,1,0,1.0,0,Moderate (20-40%),30-39,0.7458839816125852,High Risk
120572,1,0.931098227,35,2,0.431253529,7083.0,16,0,1,1,4.0,3,Elevated (40-60%),30-39,0.88550977551195,High Risk
120573,1,0.199764982,39,0,2.0,1.0,3,0,0,0,1.0,0,Very High (>100%),30-39,0.2952930184061888,Medium Risk
120574,0,0.158300115,59,0,0.100152905,2615.0,7,0,0,0,0.0,0,Low (<20%),50-59,0.21595650395423716,Medium Risk
120575,0,0.0,77,0,0.310168983,10000.0,6,0,2,0,1.0,0,Moderate (20-40%),70+,0.13261105562397338,Low Risk
120576,0,0.24450094,46,0,0.482335016,10500.0,16,1,1,0,0.0,1,Elevated (40-60%),40-49,0.3986233056479503,Medium Risk
120577,1,0.882109687,55,5,0.64693649,6250.0,10,0,0,1,1.0,6,High (60-100%),50-59,0.864846772018904,High Risk
120578,1,0.9999999,30,0,0.46877602,1200.0,1,3,0,0,0.0,3,Elevated (40-60%),18-29,0.8446814473133494,High Risk
120579,0,0.295453549,59,0,0.222184685,8879.0,8,0,0,0,1.0,0,Moderate (20-40%),50-59,0.2657935848181849,Medium Risk
120580,1,1.03419253,34,1,0.731139793,5500.0,14,1,1,4,1.0,6,High (60-100%),30-39,0.9436773256850384,High Risk
120581,0,0.098148732,66,0,0.016390282,5185.0,4,0,0,0,0.0,0,Low (<20%),60-69,0.15621658054044463,Low Risk
120582,0,0.747445184,33,1,0.291625439,11116.0,10,0,1,0,2.0,1,Moderate (20-40%),30-39,0.7069544168812539,High Risk
120583,0,0.043897805,75,0,0.006748313,4000.0,3,0,0,0,0.0,0,Low (<20%),70+,0.12150092221931795,Low Risk
120584,0,0.023908016,49,0,0.614596351,4000.0,11,0,1,0,0.0,0,High (60-100%),40-49,0.22705833173263834,Medium Risk
120585,0,0.013777173,75,0,0.556292722,4973.0,23,0,2,0,1.0,0,Elevated (40-60%),70+,0.22727553115512913,Medium Risk
120586,0,0.890859365,54,0,1879.0,5400.0,3,0,1,0,0.0,0,Very High (>100%),50-59,0.5825304220903487,High Risk
120587,0,0.467041653,62,0,0.144067284,16526.0,9,0,1,0,1.0,0,Low (<20%),60-69,0.3382001700793678,Medium Risk
120588,0,0.006571241,43,0,0.284599439,8200.0,6,0,1,0,1.0,0,Moderate (20-40%),40-49,0.2071764626026415,Medium Risk
120589,0,0.565782222,27,1,0.791558682,2700.0,6,0,1,0,0.0,1,High (60-100%),18-29,0.6273975697993514,High Risk
120590,0,0.918243705,63,0,0.43557439,8730.0,10,0,2,0,0.0,0,Elevated (40-60%),60-69,0.6458856820839478,High Risk
120591,0,0.487356985,38,1,0.212357528,3333.0,5,0,0,1,3.0,2,Moderate (20-40%),30-39,0.5837260251678866,High Risk
120592,0,0.776859101,42,1,0.415677314,20130.0,21,0,3,0,0.0,1,Elevated (40-60%),40-49,0.7474033711682245,High Risk
120593,0,0.0,63,0,0.0,5400.0,1,0,0,0,0.0,0,Low (<20%),60-69,0.12419712555382713,Low Risk
120594,0,0.129959644,69,0,0.414839011,2142.0,3,0,0,0,0.0,0,Elevated (40-60%),60-69,0.16262506950886263,Low Risk
120595,0,0.01393721,27,0,0.329588015,800.0,9,0,0,0,0.0,0,Moderate (20-40%),18-29,0.27470657089392814,Medium Risk
120596,0,0.754036646,38,0,0.47257319,6489.0,7,0,1,0,0.0,0,Elevated (40-60%),30-39,0.6231080487557776,High Risk
120597,1,0.9999999,38,0,53.0,5400.0,1,0,0,0,0.0,0,Very High (>100%),30-39,0.691388882917936,High Risk
120598,0,0.122413635,76,0,1488.0,5400.0,12,0,2,0,0.0,0,Very High (>100%),70+,0.19087922774213906,Low Risk
120599,0,0.957376447,50,0,0.410287746,9000.0,12,0,3,0,0.0,0,Elevated (40-60%),40-49,0.7471665732313952,High Risk
120600,0,0.088128422,59,1,0.178492075,6750.0,12,0,1,0,0.0,1,Low (<20%),50-59,0.2590805057764977,Medium Risk
120601,0,0.177223508,66,0,1774.0,5400.0,7,0,1,0,0.0,0,Very High (>100%),60-69,0.19570976806281515,Low Risk
120602,0,0.888483708,41,0,0.187235679,2600.0,3,0,0,0,0.0,0,Low (<20%),40-49,0.6473533741705068,High Risk
120603,1,0.9999999,56,1,0.428103602,3358.0,3,0,1,2,1.0,3,Elevated (40-60%),50-59,0.8030325432929466,High Risk
120604,0,0.162478363,54,0,0.31798254,26230.0,14,0,2,0,2.0,0,Moderate (20-40%),50-59,0.24591744280497235,Medium Risk
120605,0,0.02948292,51,0,0.199571472,9800.0,5,0,1,0,0.0,0,Low (<20%),50-59,0.17825655967712717,Low Risk
120606,0,0.752945377,44,0,0.259163273,2700.0,4,0,0,0,0.0,0,Moderate (20-40%),40-49,0.5663668408404166,High Risk
120607,0,0.039296867,56,0,3318.0,5400.0,9,0,3,0,1.0,0,Very High (>100%),50-59,0.20916023555921642,Medium Risk
120608,0,0.062062529,40,0,0.052595275,5798.0,5,0,0,0,2.0,0,Low (<20%),30-39,0.22883160136090183,Medium Risk
120609,0,0.706829758,61,0,0.397897465,6943.0,11,0,1,0,0.0,0,Moderate (20-40%),60-69,0.5242208358114692,High Risk
120610,1,0.960506582,39,0,0.76124775,5000.0,6,2,1,0,2.0,2,High (60-100%),30-39,0.8157660930323364,High Risk
120611,1,0.788525125,78,3,0.953835474,2880.0,12,3,1,1,0.0,7,High (60-100%),70+,0.8383459623590332,High Risk
120612,0,0.018678712,58,0,0.156512896,10816.0,10,0,2,0,0.0,0,Low (<20%),50-59,0.19161673121137315,Low Risk
120613,0,0.070433098,38,1,0.006615878,4987.0,5,0,0,0,3.0,1,Low (<20%),30-39,0.2925495955885485,Medium Risk
120614,0,0.024310022,50,0,0.075592441,10000.0,10,0,1,0,0.0,0,Low (<20%),40-49,0.20089374050007947,Medium Risk
120615,0,0.144482624,60,0,0.275213993,5373.0,4,0,1,0,0.0,0,Moderate (20-40%),50-59,0.20308039620280646,Medium Risk
120616,0,0.230196797,67,0,0.458194465,6900.0,7,0,2,0,0.0,0,Elevated (40-60%),60-69,0.24567092873868338,Medium Risk
120617,0,0.0,40,0,0.264258123,4400.0,9,0,1,0,0.0,0,Moderate (20-40%),30-39,0.2336337945317844,Medium Risk
120618,0,0.968319968,64,1,0.62132138,5130.0,7,0,1,0,0.0,1,High (60-100%),60-69,0.6879670904042742,High Risk
120619,0,0.026324773,48,0,0.141100866,3578.0,7,0,0,0,0.0,0,Low (<20%),40-49,0.19460628233448826,Low Risk
120620,0,0.002554875,43,0,0.246523043,3666.0,20,0,0,0,2.0,0,Moderate (20-40%),40-49,0.2829079246940384,Medium Risk
120621,0,0.009999,63,0,2274.0,0.0,12,0,2,0,0.0,0,Very High (>100%),60-69,0.1940431666285731,Low Risk
120622,0,0.003160913,85,0,6.0,5400.0,12,0,0,0,0.0,0,Very High (>100%),70+,0.11787889015817593,Low Risk
